49,1,"5,2458200"
50,1,"5,2458200"
1,1,"5,2458200"
13,1,"5,2458200"
17,2,"1,3423200"
11,2,"1,3423200"
4,2,"1,3423200"
3,2,"1,3423200"
19,3,"0,9575380"
5,3,"0,9575380"
31,4,"0,4299240"
10,4,"0,4299240"
75,5,"5,5181400"
6,5,"5,5181400"
48,5,"5,5181400"
35,5,"5,5181400"
51,6,"3,7853700"
16,6,"3,7853700"
18,7,"2,3347500"
14,7,"2,3347500"
20,8,"0,8959080"
19,8,"0,8959080"
20,9,"0,8281480"
54,10,"0,3224370"
21,10,"0,3224370"
23,11,"1,1549700"
52,11,"1,1549700"
61,11,"1,1549700"
24,11,"1,1549700"
73,12,"4,3840100"
101,12,"4,3840100"
25,12,"4,3840100"
64,12,"4,3840100"
36,13,"0,9801190"
84,13,"0,9801190"
77,13,"0,9801190"
87,13,"0,9801190"
76,14,"0,8522950"
38,14,"0,8522950"
80,14,"0,8522950"
37,14,"0,8522950"
82,15,"0,8233320"
39,15,"0,8233320"
69,16,"1,5996000"
84,16,"1,5996000"
40,16,"1,5996000"
36,16,"1,5996000"
60,17,"0,8045830"
59,17,"0,8045830"
60,18,"0,9693400"
58,19,"1,5922300"
63,19,"1,5922300"
99,20,"3,4477800"
66,20,"3,4477800"
86,21,"1,9748500"
95,21,"1,9748500"
102,21,"1,9748500"
67,21,"1,9748500"
79,22,"0,3545250"
90,22,"0,3545250"
81,23,"0,4308040"
78,23,"0,4308040"
82,24,"0,6108540"
83,24,"0,6108540"
83,25,"0,7945800"
92,26,"0,5771580"
108,26,"0,5771580"
104,27,"3,5628400"
93,27,"3,5628400"
110,28,"0,8694710"
109,28,"0,8694710"
110,29,"1,0228100"
2,30,"4,0222300"
12,30,"4,0222300"
13,30,"4,0222300"
1,30,"4,0222300"
2,31,"2,1903900"
11,31,"2,1903900"
3,31,"2,1903900"
12,31,"2,1903900"
4,32,"1,0305600"
5,32,"1,0305600"
17,32,"1,0305600"
19,32,"1,0305600"
5,33,"0,7466610"
10,33,"0,7466610"
10,34,"0,5896380"
32,34,"0,5896380"
9,34,"0,5896380"
31,34,"0,5896380"
9,35,"0,8991340"
8,35,"0,8991340"
33,35,"0,8991340"
32,35,"0,8991340"
33,36,"1,3567400"
34,36,"1,3567400"
7,36,"1,3567400"
8,36,"1,3567400"
34,37,"3,2008000"
6,37,"3,2008000"
7,37,"3,2008000"
35,37,"3,2008000"
1,38,"5,4590000"
6,38,"5,4590000"
49,38,"5,4590000"
48,38,"5,4590000"
13,39,"4,4312900"
16,39,"4,4312900"
51,39,"4,4312900"
50,39,"4,4312900"
15,40,"3,9142400"
16,40,"3,9142400"
14,41,"3,2550300"
15,41,"3,2550300"
17,42,"1,9239400"
11,42,"1,9239400"
14,42,"1,9239400"
18,42,"1,9239400"
18,43,"1,3833600"
20,43,"1,3833600"
54,44,"0,4353750"
21,44,"0,4353750"
53,44,"0,4353750"
22,44,"0,4353750"
22,45,"0,7173990"
23,45,"0,7173990"
53,45,"0,7173990"
52,45,"0,7173990"
64,46,"2,1344100"
24,46,"2,1344100"
61,46,"2,1344100"
25,46,"2,1344100"
25,47,"4,8800600"
74,47,"4,8800600"
30,47,"4,8800600"
73,47,"4,8800600"
35,48,"5,3561900"
74,48,"5,3561900"
75,48,"5,3561900"
30,48,"5,3561900"
26,49,"0,2881360"
31,49,"0,2881360"
26,50,"0,2776460"
21,50,"0,2776460"
76,51,"0,9117800"
77,51,"0,9117800"
37,51,"0,9117800"
36,51,"0,9117800"
82,52,"0,8322930"
80,52,"0,8322930"
38,52,"0,8322930"
39,52,"0,8322930"
39,53,"1,8760600"
43,53,"1,8760600"
47,54,"3,0620500"
43,54,"3,0620500"
51,55,"3,5564400"
47,55,"3,5564400"
48,56,"5,0912300"
44,56,"5,0912300"
75,56,"5,0912300"
72,56,"5,0912300"
40,57,"2,9309400"
69,57,"2,9309400"
72,57,"2,9309400"
44,57,"2,9309400"
57,58,"0,4094190"
54,58,"0,4094190"
57,59,"0,7201290"
60,59,"0,7201290"
58,60,"0,8267840"
59,60,"0,8267840"
63,61,"1,5309300"
62,61,"1,5309300"
58,61,"1,5309300"
55,61,"1,5309300"
61,62,"1,3233000"
62,62,"1,3233000"
52,62,"1,3233000"
55,62,"1,3233000"
66,63,"2,6961300"
63,63,"2,6961300"
65,64,"3,7389300"
66,64,"3,7389300"
99,64,"3,7389300"
100,64,"3,7389300"
100,65,"4,1088300"
101,65,"4,1088300"
65,65,"4,1088300"
64,65,"4,1088300"
85,66,"1,7632200"
68,66,"1,7632200"
86,66,"1,7632200"
67,66,"1,7632200"
68,67,"1,6857000"
69,67,"1,6857000"
84,67,"1,6857000"
85,67,"1,6857000"
98,68,"5,4646400"
70,68,"5,4646400"
73,68,"5,4646400"
101,68,"5,4646400"
95,69,"3,7794400"
67,69,"3,7794400"
98,69,"3,7794400"
70,69,"3,7794400"
87,70,"0,5471170"
79,70,"0,5471170"
90,70,"0,5471170"
77,70,"0,5471170"
