Group:
0.0,1.0,1.0,1.0,3.0,12.0,1.1200000000000001,70.0,8.5999999999999996,1.0,0.29999999999999999
0.0,1.0,2.0,4.0,8.0,17.0,0.81000000000000005,44.0,7.2999999999999998,1.0,0.80000000000000004
0.0,1.0,3.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,0.5
0.0,1.0,3.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,1.1000000000000001
0.0,1.0,4.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,0.5
0.0,1.0,4.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,0.80000000000000004
0.0,1.0,5.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,0.40000000000000002
0.0,1.0,5.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,0.59999999999999998
0.0,1.0,6.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,0.59999999999999998
0.0,1.0,6.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,1.0,1.0
0.0,1.0,7.0,4.0,8.0,17.0,1.1200000000000001,44.0,5.2000000000000002,0.0,0.5
0.0,1.0,7.0,4.0,8.0,12.0,1.1200000000000001,44.0,5.2000000000000002,0.0,0.80000000000000004
0.0,1.0,2.0,4.0,15.0,17.0,0.81000000000000005,63.0,8.1999999999999993,1.0,1.2
0.0,1.0,3.0,4.0,15.0,17.0,1.5,63.0,4.4000000000000004,1.0,1.2
0.0,1.0,4.0,4.0,15.0,17.0,1.5,63.0,4.4000000000000004,1.0,1.0
0.0,1.0,5.0,4.0,15.0,17.0,1.5,63.0,4.4000000000000004,1.0,1.2
0.0,1.0,6.0,4.0,15.0,17.0,1.5,63.0,4.4000000000000004,1.0,1.0
0.0,1.0,7.0,4.0,15.0,17.0,1.5,63.0,4.4000000000000004,0.0,1.0
0.0,1.0,2.0,4.0,8.0,17.0,0.81000000000000005,73.0,6.2000000000000002,1.0,1.6000000000000001
0.0,1.0,3.0,4.0,8.0,17.0,1.6000000000000001,73.0,3.1000000000000001,1.0,1.3999999999999999
0.0,1.0,4.0,4.0,5.0,15.0,1.5,55.0,4.5,1.0,1.3
0.0,1.0,5.0,4.0,8.0,17.0,1.6000000000000001,73.0,3.1000000000000001,1.0,1.3999999999999999
0.0,1.0,6.0,4.0,8.0,17.0,1.6000000000000001,73.0,3.1000000000000001,1.0,1.3999999999999999
0.0,1.0,7.0,4.0,8.0,17.0,1.6000000000000001,73.0,3.1000000000000001,0.0,1.2
0.0,1.0,3.0,4.0,5.0,15.0,1.5,55.0,4.5,1.0,1.6000000000000001
0.0,1.0,4.0,4.0,5.0,15.0,1.5,55.0,4.5,1.0,1.3
0.0,1.0,4.0,4.0,5.0,15.0,1.5,55.0,4.5,1.0,1.6000000000000001
0.0,1.0,5.0,4.0,5.0,15.0,1.5,55.0,4.5,1.0,1.6000000000000001
0.0,1.0,2.0,4.0,8.0,17.0,0.81000000000000005,44.0,7.2999999999999998,1.0,0.5
0.0,2.0,7.0,3.0,9.0,17.0,1.1200000000000001,44.0,7.5,0.0,1.7
