1,1,1,3,12,"1,12",70,"8,6",1,"0,3"
2,1,1,3,12,"1,12",70,"8,6",1,"0,5"
3,1,1,3,12,"1,43",70,"6,6",1,"0,3"
4,1,1,3,12,"1,43",70,"6,6",1,"0,2"
5,1,1,3,12,"1,43",70,"6,6",1,"0,4"
6,1,1,3,12,"1,43",70,"6,6",1,"0,5"
7,1,1,3,12,"1,43",70,"6,6",1,"0,2"
1,1,1,3,12,"1,12",70,"8,6",1,"0,5"
2,1,1,3,12,"1,12",70,"8,6",1,"0,7"
3,1,1,3,12,"1,43",70,"6,6",1,"0,4"
4,1,1,3,12,"1,43",70,"6,6",1,"0,35"
5,1,1,3,12,"1,43",70,"6,6",1,"0,5"
6,1,1,3,12,"1,43",70,"6,6",1,"0,6"
7,1,1,3,12,"1,43",70,"6,6",1,"0,25"
1,1,1,3,12,"1,12",70,"8,6",1,"0,7"
2,1,1,3,12,"1,12",70,"8,6",1,"0,9"
3,1,1,3,12,"1,43",70,"6,6",0,"0,6"
4,1,1,3,12,"1,43",70,"6,6",1,"0,55"
5,1,1,3,12,"1,43",70,"6,6",1,"0,7"
6,1,1,3,12,"1,43",70,"6,6",1,"0,8"
7,1,1,3,12,"1,43",70,"6,6",1,"0,3"
1,1,1,3,12,"1,12",70,"8,6",1,"1,2"
2,1,1,3,12,"1,12",70,"8,6",1,"1,5"
3,1,1,3,12,"1,43",70,"6,6",1,"0,8"
4,1,1,3,12,"1,43",70,"6,6",1,"0,7"
5,1,1,3,12,"1,43",70,"6,6",1,"0,95"
6,1,1,3,12,"1,43",70,"6,6",1,"1,3"
7,1,1,3,12,"1,43",70,"6,6",1,"0,4"
1,1,1,3,12,"1,12",70,"5,4",1,"1,6"
3,1,1,3,12,"1,43",70,"6,6",0,"1,6"
4,1,1,3,12,"1,43",70,"6,6",0,0
5,1,1,3,12,"1,43",70,"6,6",1,"1,6"
6,1,1,3,12,"1,43",70,"3,6",0,"1,6"
7,1,1,3,12,"1,43",70,"6,6",1,"0,7"
7,1,1,3,12,"1,43",70,"6,6",1,"1,1"
7,1,1,3,12,"1,43",70,"6,6",1,"1,7"
1,2,1,3,12,"1,12",70,"8,6",1,"0,4"
2,2,1,3,12,"1,12",70,"8,6",1,"0,4"
3,2,1,3,12,"1,43",70,"6,6",1,"0,4"
4,2,1,3,12,"1,43",70,"6,6",1,"0,2"
5,2,1,3,12,"1,43",70,"6,6",1,"0,5"
6,2,1,3,12,"1,43",70,"6,6",1,"0,3"
7,2,1,3,12,"1,43",70,"6,6",1,"0,3"
1,2,1,3,12,"1,12",70,"8,6",1,"0,6"
2,2,1,3,12,"1,12",70,"8,6",1,"0,6"
3,2,1,3,12,"1,43",70,"6,6",1,"0,6"
4,2,1,3,12,"1,43",70,"6,6",1,"0,4"
5,2,1,3,12,"1,43",70,"6,6",1,"0,7"
6,2,1,3,12,"1,43",70,"6,6",1,"0,4"
7,2,1,3,12,"1,43",70,"6,6",1,"0,35"
1,2,1,5,13,"1,12",70,"8,6",1,"0,8"
2,2,1,5,13,"1,12",70,"8,6",1,"0,8"
3,2,1,5,13,"1,43",70,"6,6",1,"0,8"
4,2,1,5,13,"1,43",70,"6,6",1,"0,6"
5,2,1,5,13,"1,43",70,"6,6",1,1
6,2,1,5,13,"1,43",70,"6,6",1,"0,5"
7,2,1,5,13,"1,43",70,"6,6",1,"0,5"
1,2,1,5,13,"1,12",70,"7,6",0,0
2,2,1,5,13,"1,12",70,"6,3",0,0
3,2,1,5,13,"1,43",70,"6,6",0,"1,5"
4,2,1,5,13,"1,43",70,"6,6",1,"0,7"
5,2,1,5,13,"1,43",70,"6,6",1,"1,6"
6,2,1,5,13,"1,43",70,"6,6",1,"0,7"
7,2,1,5,13,"1,43",70,"6,6",1,"0,7"
4,2,1,0,12,"1,43",70,"6,6",1,"0,8"
6,2,1,0,12,"1,43",70,"6,6",1,"1,6"
7,2,1,0,12,"1,43",70,"6,6",1,"1,2"
4,2,1,0,12,"1,43",70,"6,6",1,"1,7"
7,2,1,0,12,"1,43",70,"6,6",1,"1,7"
2,1,2,3,12,"1,12",70,"8,6",1,"0,6"
2,1,2,0,12,"1,12",70,"8,6",1,1
2,1,2,0,12,"1,12",70,"6,1",0,0
2,2,2,3,12,"1,12",70,"8,6",1,"0,8"
2,2,2,3,12,"1,12",70,"7,3",0,0
3,1,3,0,12,"1,32",84,"6,2",1,"0,5"
3,1,3,0,12,"1,32",84,"6,2",1,"1,5"
3,1,3,5,12,"1,32",84,"6,2",1,1
3,1,3,5,12,"1,32",84,"6,2",1,"1,3"
3,1,3,3,12,"1,32",84,"6,2",1,"1,6"
4,1,2,3,12,"1,43",70,"6,6",1,"0,3"
4,1,2,0,12,"1,43",70,"6,6",1,"0,35"
4,1,2,0,12,"1,43",70,"6,6",1,"0,7"
4,1,2,0,12,"1,43",70,"6,6",1,1
4,1,2,5,12,"1,43",70,"6,6",1,"1,2"
4,1,2,5,12,"1,43",70,"3,5",1,"1,7"
4,2,2,3,12,"1,43",70,"6,6",1,"0,7"
4,2,2,3,12,"1,43",70,"6,6",1,"1,5"
5,1,2,3,12,"1,43",70,"6,6",1,"0,2"
6,1,2,3,12,"1,43",70,"6,6",1,"0,8"
6,1,2,0,12,"1,43",70,"6,6",1,1
6,1,2,0,12,"1,43",70,"6,6",1,"1,1"
6,1,2,0,12,"1,43",70,"6,6",1,"1,3"
6,1,2,5,12,"1,43",70,"6,6",1,"1,5"
6,2,2,3,12,"1,43",70,"6,6",1,"0,2"
6,2,2,3,12,"1,43",70,"6,6",1,"0,8"
6,2,2,3,12,"1,43",70,"6,6",1,"1,7"
7,1,2,3,12,"1,43",70,"6,6",0,"0,5"
7,1,2,0,12,"1,43",70,"6,6",0,"0,6"
7,1,2,0,12,"1,43",70,"6,6",0,"0,8"
7,1,2,0,12,"1,43",70,"6,6",0,"1,2"
7,1,2,5,12,"1,43",70,"6,6",0,"1,6"
7,2,2,3,12,"1,43",70,"6,6",0,"0,5"
7,2,2,3,12,"1,43",70,"6,6",0,"0,9"
7,2,2,3,12,"1,43",70,"6,6",0,"1,2"
7,2,2,3,12,"1,43",70,"6,6",0,"1,7"
2,1,3,0,12,"1,02",84,8,1,"0,7"
2,1,3,0,12,"1,02",84,8,1,1
2,1,3,5,12,"1,02",84,8,1,"1,3"
2,1,3,5,12,"1,02",84,"5,3",0,0
3,1,3,0,12,"1,32",84,"6,2",1,"0,5"
3,1,3,0,12,"1,32",84,"6,2",1,"1,5"
3,1,3,5,12,"1,32",84,"6,2",1,1
3,1,3,5,12,"1,32",84,"6,2",1,"1,3"
3,1,3,3,12,"1,32",84,"6,2",1,"1,6"
4,1,3,0,12,"1,32",84,"6,2",1,"0,6"
4,1,3,0,12,"1,32",84,"6,2",1,"0,8"
4,1,3,5,12,"1,32",84,"6,2",1,"1,2"
4,1,3,5,12,"1,32",84,"6,2",1,"1,6"
5,1,2,3,12,"1,43",70,"6,6",1,"0,2"
6,1,3,0,12,"1,32",84,"6,2",1,"0,5"
6,1,3,0,12,"1,32",84,"6,2",1,"0,8"
6,1,3,5,12,"1,32",84,"6,6",1,1
6,1,3,5,12,"1,32",84,"6,2",1,"1,3"
6,1,3,3,12,"1,32",84,"6,2",1,"1,6"
7,1,3,0,12,"1,32",84,"6,2",0,"0,5"
7,1,3,0,12,"1,32",84,"6,2",0,"0,8"
7,1,3,5,12,"1,32",84,"6,2",0,"0,9"
7,1,3,5,12,"1,32",84,"6,2",0,"1,1"
7,1,3,3,12,"1,32",84,"6,2",0,"1,3"
7,1,3,3,12,"1,32",84,"6,2",0,"1,6"
3,2,3,3,12,"1,32",84,"6,2",1,"0,6"
3,2,3,3,12,"1,32",84,"6,2",1,"0,8"
3,2,3,3,12,"1,32",84,"6,2",1,"1,2"
3,2,3,3,12,"1,32",84,"6,2",1,"1,5"
3,1,4,5,13,"1,32",84,"6,2",1,"0,8"
3,1,4,5,13,"1,32",84,"6,2",1,"1,1"
3,1,4,5,13,"1,32",84,"6,2",1,"1,6"
4,2,3,3,12,"1,32",84,"6,2",1,"0,6"
4,2,3,3,12,"1,32",84,"6,2",1,1
4,2,3,3,12,"1,32",84,"3,5",0,0
4,1,4,5,13,"1,32",84,"6,2",1,"0,9"
4,1,4,5,13,"1,32",84,"6,2",1,"1,2"
4,1,4,5,13,"1,32",84,"2,5",0,0
5,2,3,3,12,"1,32",84,"6,2",1,"0,7"
5,2,3,3,12,"1,32",84,"6,2",1,"0,9"
5,2,3,3,12,"1,32",84,"6,2",1,"1,2"
6,2,3,3,12,"1,32",84,"6,2",1,"0,7"
6,2,3,3,12,"1,32",84,"6,2",1,1
6,2,3,3,12,"1,32",84,"6,2",1,"1,5"
7,2,3,3,12,"1,32",84,"6,2",0,"0,6"
7,2,3,3,12,"1,32",84,"6,2",0,"0,8"
7,2,3,3,12,"1,32",84,"6,2",0,1
7,2,3,3,12,"1,32",84,"6,2",0,"1,2"
7,2,3,3,12,"1,32",84,"6,2",0,"1,6"
3,2,4,3,13,"1,32",84,"6,2",1,"0,8"
3,2,4,3,13,"1,32",84,"6,2",1,"1,2"
3,2,4,3,13,"1,32",84,"4,6",0,0
3,1,5,3,13,"1,32",84,"6,2",1,1
3,1,5,3,13,"1,32",84,"4,5",0,0
3,2,5,3,13,"1,32",84,"6,2",1,"1,1"
3,2,5,3,13,"1,32",84,"5,1",0,0
4,2,4,3,13,"1,32",84,"6,2",1,0
4,2,4,3,13,"1,32",84,3,0,0
5,2,4,3,13,"1,32",84,"6,2",1,"0,9"
